MaSP,TenSP,SoLuongTon,MoTa,Gia
SP33743490,Nuoc bo 104,289,,211045
SP13693666,Banh bo 403,626,,654941
SP47114371,Snack dau 893,236,Phu hop voi gia tien,597449
SP71010687,Muc nho 217,790,,237668
SP75964994,Kem man 992,525,San pham tot,223183
SP11648330,Sua nho 829,103,,654467
SP61267765,Muc mang cut 666,878,,325790
SP41255826,Nuoc sau rieng 190,481,,695426
SP80419902,Snack khoai tim 151,770,San pham tot,850964
SP39247636,Kem vai thieu 427,779,,837223
SP83139757,Nuoc nhan 703,125,Phu hop voi gia tien,462466
SP89271689,Muc nhan 993,212,,788403
SP45174429,Muc mang cut 406,754,,92687
SP84963651,Nuoc quyt 837,720,,382872
SP32665688,Kem sau rieng 979,907,Phu hop voi gia tien,416156
SP47037653,Banh hong xiem 671,289,,169591
SP83390432,Kem chuoi 448,902,Kieu dang tien loi,176299
SP90069186,Banh nho 742,412,,958555
SP70881441,Banh dua 243,590,,195259
SP73043717,Sua nho 580,571,,72575
SP93418614,Muc mang cut 839,817,Than thien voi moi truong,94380
SP52647563,Kem chuoi 234,917,,445140
SP89349142,Sua hong xiem 120,617,San pham tot,655803
SP10496290,Snack buoi 713,769,,480557
SP66986931,Kem nhan 267,294,,752993
SP23874904,Kem sau rieng 522,138,,557454
SP33844556,Nuoc hong xiem 197,436,Phu hop voi gia tien,668462
SP61180240,Snack xooai 557,215,,684356
SP24203078,Nuoc dua 733,315,Mau sac tuoi tan,575760
SP18617007,Kem bap 157,476,,944328
SP76978767,Kem man 323,503,,935699
SP67197143,Banh nhan 828,307,,917203
SP72814123,Banh hong xiem 920,939,Than thien voi moi truong,977598
SP94671809,Muc sau rieng 222,368,,888142
SP65182832,Kem khoai tay 585,620,Ngon bo re,586519
SP20012015,Muc sau rieng 888,879,,766708
SP30242664,Sua man 365,781,,424590
SP91307219,Nuoc bap 558,503,,180776
SP52978709,Nuoc hong xiem 406,259,Mau ma đep,539505
SP56956869,Sua nhan 341,658,,485961
SP78253056,Nuoc dau 711,179,Hinh anh bat mat,36315
SP33616900,Banh hong xiem 419,626,,105755
SP53535359,Snack vai thieu 645,290,,764574
SP53079874,Sua dua 986,536,,822222
SP41526632,Sua xooai 512,124,Kieu dang tien loi,807869
SP21850263,Banh nho 556,116,,357108
SP22593758,Muc chuoi 475,938,San pham tot,108438
SP12549237,Nuoc khoai tay 418,587,,625724
SP56620258,Muc khoai tay 845,859,,893938
SP89409986,Sua buoi 230,468,,477257
SP62972916,Muc bo 197,278,Thom ngon bo duong,234297
SP86497955,Muc đao 415,878,,725095
SP50827885,Muc bap 404,683,Co ich cho suc khoe,222275
SP93096018,Kem rong bien 922,719,,369256
SP23512247,Banh khoai tay 947,904,,146650
SP78878020,Banh hong xiem 978,657,,353685
SP84549348,Sua dau 850,409,Hinh anh bat mat,167332
SP74320951,Banh đao 377,859,,299576
SP89772269,Banh xooai 769,860,Hinh anh bat mat,436093
SP13210850,Snack buoi 199,899,,782524
SP45366441,Banh nhan 892,746,,47840
SP73791609,Snack rong bien 823,401,,163703
SP69154271,Kem thanh long 470,351,Co ich cho suc khoe,923616
SP34288921,Banh sau rieng 996,486,,226378
SP76218612,Muc bo 765,313,Than thien voi moi truong,275745
SP21574352,Kem mang cut 925,501,,111427
SP63193843,Nuoc buoi 803,175,,33404
SP30890530,Sua buoi 196,343,,482724
SP54070543,Snack khoai tim 165,191,Co ich cho suc khoe,594605
SP53108665,Kem khoai tay 483,850,,98053
SP60602988,Sua bap 550,940,Co ich cho suc khoe,772105
SP74308233,Snack chuoi 851,918,,831176
SP60650218,Banh xooai 768,925,,295294
SP76561985,Kem mo 318,344,,229197
SP28872634,Snack dua 646,502,Kieu dang tien loi,231567
SP67610089,Muc man 339,296,,586458
SP49861461,Snack rong bien 964,198,Co ich cho suc khoe,921396
SP91391740,Snack man 961,977,,673396
SP43886807,Sua sau rieng 160,313,,28769
SP95215974,Nuoc quyt 199,444,,128366
SP68984302,Sua nhan 934,628,Phu hop voi gia tien,164404
SP18448912,Muc nho 275,106,,399622
SP66524772,Banh hong xiem 869,727,Thom ngon bo duong,20238
SP77730669,Nuoc nhan 957,411,,903870
SP94084981,Banh sau rieng 448,821,,140121
SP62724962,Muc xooai 734,482,,340367
SP31724789,Snack vai thieu 582,779,San pham tot,691141
SP57489038,Muc nhan 664,984,,777719
SP81568670,Muc thanh long 494,281,Mau ma đep,381307
SP93719290,Nuoc xooai 188,333,,844908
SP60091719,Sua bo 100,689,,303499
SP55265940,Banh dua 658,743,,468217
SP71299878,Muc dua 140,786,Co ich cho suc khoe,803551
SP60574210,Nuoc dua 222,514,,40038
SP82202856,Nuoc dua 285,391,Thom ngon bo duong,972610
SP81595007,Kem sau rieng 767,537,,580807
SP68483075,Banh chuoi 107,420,,967793
SP51207192,Nuoc xooai 787,364,,911096
SP13705506,Nuoc rong bien 868,920,Thom ngon bo duong,809927
SP54458094,Sua cam 279,775,,389975
SP88735673,Kem hong xiem 290,586,Mau ma đep,581123
SP63540045,Kem vai thieu 679,410,,620440
SP77242801,Kem bap 715,112,,570061
SP83930137,Muc rong bien 612,127,,327424
SP66594591,Sua rong bien 323,269,Than thien voi moi truong,629467
SP66145462,Sua nhan 691,410,,564784
SP30845076,Muc vai thieu 934,928,Kieu dang tien loi,922041
SP98318166,Banh chuoi 909,505,,816671
SP10030047,Muc bo 241,761,,736967
SP16350854,Kem hong xiem 414,121,,503343
SP56747879,Snack khoai tim 975,995,Mau ma đep,86981
SP25910810,Kem man 829,284,,147186
SP38269915,Muc bap 482,402,Kieu dang tien loi,93475
SP76957539,Snack nhan 145,662,,201470
SP27996429,Kem chuoi 517,176,,278104
SP23457120,Kem mang cut 446,667,,801000
SP71962967,Muc sau rieng 331,107,Hinh anh bat mat,617563
SP86447963,Nuoc dau 229,446,,420430
SP91408855,Nuoc dau 493,680,Mau sac tuoi tan,747173
SP78624206,Muc chuoi 747,137,,532376
SP84910485,Banh khoai tay 166,361,,471353
SP19713447,Snack mo 603,800,,80920
SP94415226,Kem dau 380,198,Than thien voi moi truong,217906
SP90755042,Nuoc chuoi 948,628,,280785
SP65106411,Kem nhan 554,232,Mau ma đep,853506
SP21291301,Snack thanh long 704,238,,658760
SP36090838,Muc vai thieu 556,718,,321164
SP24006302,Snack mo 442,985,,572726
SP95515570,Snack nho 716,901,Ngon bo re,140709
SP51337856,Kem nho 346,794,,847122
SP93252243,Sua đao 926,458,Ngon bo re,33696
SP45432675,Banh buoi 968,173,,494211
SP96399208,Kem nhan 707,451,,817412
SP82628827,Snack vai thieu 915,492,,409369
SP62246396,Muc rong bien 107,912,Ngon bo re,844683
SP93428598,Muc khoai tay 130,912,,358159
SP42721337,Banh mo 863,459,Mau sac tuoi tan,118387
SP59949774,Kem dua 964,782,,393187
SP87299060,Kem hong xiem 243,469,,704425
SP44396058,Muc mo 761,284,,457710
SP83394596,Banh man 940,373,Co ich cho suc khoe,230943
SP56827726,Nuoc dau 452,547,,13733
SP96494431,Kem mang cut 468,597,Co ich cho suc khoe,627555
SP11372918,Nuoc khoai tay 847,513,,615245
SP94004736,Kem quyt 746,839,,726907
SP54660929,Muc đao 133,530,,354384
SP90803308,Muc cam 785,154,San pham tot,614085
SP48646062,Banh quyt 536,265,,927790
SP90196098,Nuoc buoi 308,332,Thom ngon bo duong,953759
SP59837902,Nuoc rong bien 455,271,,310627
SP46736005,Banh thanh long 111,988,,177577
SP38641533,Banh dua 399,717,,155972
SP22298123,Muc sau rieng 301,825,Hinh anh bat mat,27704
SP52089757,Muc xooai 712,469,,480162
SP28626177,Banh mang cut 855,698,San pham tot,576200
SP49604676,Kem nhan 818,989,,378215
SP70500353,Sua mo 175,762,,229897
SP85021921,Nuoc khoai tay 251,769,,402974
SP81543852,Nuoc man 160,935,Mau sac tuoi tan,660655
SP23092719,Nuoc mang cut 230,192,,182555
SP26089907,Kem sau rieng 639,170,Ngon bo re,468421
SP45539574,Muc mang cut 205,944,,663291
SP94698854,Snack rong bien 765,607,,54460
SP11635635,Kem khoai tay 192,910,,208060
SP63478227,Kem sau rieng 522,468,Ngon bo re,966922
SP80359927,Sua đao 794,737,,480830
SP74962933,Sua quyt 618,449,San pham tot,220773
SP38594691,Banh xooai 515,617,,829811
SP20132602,Kem xooai 447,355,,230269
SP33931343,Sua hong xiem 511,197,,519150
SP41376591,Muc buoi 793,544,Ngon bo re,521924
SP48694724,Sua thanh long 273,168,,850862
SP10038253,Muc sau rieng 954,507,Mau ma đep,251512
SP96261883,Nuoc quyt 552,219,,423588
SP70109203,Sua nho 168,505,,288661
SP15595651,Snack buoi 741,434,,991879
SP81808717,Banh man 467,399,Co ich cho suc khoe,102117
SP91681860,Sua rong bien 589,485,,94756
SP57199451,Nuoc khoai tay 736,949,Than thien voi moi truong,138816
SP59674129,Kem nho 173,268,,234859
SP35523127,Kem nhan 820,603,,643030
SP44968466,Kem rong bien 794,591,,994620
SP59060646,Sua mang cut 600,775,Mau ma đep,968516
SP78998741,Sua vai thieu 308,553,,166859
SP15185959,Snack nhan 817,870,Hinh anh bat mat,990786
SP24393318,Muc chuoi 467,205,,303977
SP97728770,Kem khoai tay 384,181,,859699
SP49888792,Sua buoi 415,411,,617648
SP18196410,Nuoc cam 373,220,Ngon bo re,680825
SP32434421,Snack dua 996,862,,306254
SP77611127,Nuoc xooai 945,111,Kieu dang tien loi,670984
SP67081680,Snack dua 958,908,,347812
SP22522016,Snack khoai tim 190,361,,703466
SP21937199,Kem nho 511,895,,584991
SP73179472,Kem dua 849,838,Than thien voi moi truong,464299
SP90327499,Sua nho 257,844,,558713
SP65240264,Snack bo 546,559,Mau ma đep,829608
SP30142049,Banh mo 786,145,,304025
SP62785499,Kem dau 906,255,,11989
SP39289279,Snack chuoi 381,267,,812140
SP97973105,Muc buoi 626,952,San pham tot,837073
SP77574110,Sua man 728,818,,439922
SP54085292,Kem quyt 592,703,Kieu dang tien loi,769134
SP88269845,Banh quyt 161,824,,423484
SP30245999,Sua mang cut 570,871,,744969
SP24527489,Sua nho 996,344,,905020
SP33972210,Muc cam 213,123,Mau sac tuoi tan,746502
SP34877639,Snack mo 653,165,,704627
SP10310486,Snack man 299,102,Ngon bo re,378364
SP94150421,Nuoc dau 750,530,,895685
SP94645231,Kem bo 931,172,,202580
SP85251642,Snack man 310,494,,684868
SP43602465,Snack đao 768,265,Mau sac tuoi tan,118493
SP98572055,Sua thanh long 804,552,,816956
SP33533424,Kem buoi 279,133,Hinh anh bat mat,584462
SP19909782,Muc rong bien 581,756,,52251
SP83395683,Kem nho 678,274,,95629
SP45638654,Nuoc cam 414,648,,889934
SP24439429,Nuoc nhan 965,921,Mau sac tuoi tan,255468
SP91803410,Banh nhan 939,709,,699885
SP19266166,Banh rong bien 306,536,Kieu dang tien loi,482637
SP91529555,Nuoc cam 452,487,,353285
SP83435365,Sua mo 263,877,,414817
SP60703288,Nuoc buoi 723,803,,34867
SP37178363,Banh sau rieng 567,935,Than thien voi moi truong,226460
SP79314643,Muc bo 612,824,,377330
SP76340914,Sua khoai tay 832,291,Phu hop voi gia tien,237119
SP63035041,Sua bap 505,409,,973391
SP80571101,Banh khoai tay 343,216,,597455
SP19510383,Banh buoi 117,769,,246090
SP26276236,Kem bap 368,847,Thom ngon bo duong,610025
SP67517988,Nuoc quyt 203,203,,958094
SP72342590,Kem mang cut 385,457,Co ich cho suc khoe,435509
SP42821269,Sua nhan 158,160,,879974
SP73787492,Muc mang cut 496,309,,54217
SP58312653,Nuoc mang cut 323,908,,124936
SP76910153,Banh hong xiem 676,891,Mau sac tuoi tan,225004
SP93815756,Kem mo 190,806,,834136
SP23716291,Banh khoai tim 484,675,Thom ngon bo duong,306534
SP65866406,Snack bo 160,974,,475467
SP98673178,Banh mang cut 174,556,,305752
SP71448235,Banh mo 803,332,,365085
SP42188131,Snack hong xiem 719,846,Phu hop voi gia tien,535397
SP42754099,Kem hong xiem 934,359,,244380
SP34291849,Nuoc chuoi 816,364,Than thien voi moi truong,717832
SP32224997,Kem mang cut 621,383,,887033
SP19758403,Banh khoai tim 465,347,,479687
SP61793017,Muc nho 363,438,,444712
SP80430011,Kem dau 838,180,Ngon bo re,129712
SP35005162,Kem hong xiem 748,842,,673607
SP45048415,Sua sau rieng 495,541,Than thien voi moi truong,127133
SP57611319,Snack sau rieng 225,869,,529580
SP27028358,Kem vai thieu 746,724,,403676
SP23045034,Muc chuoi 392,966,,843973
SP23381775,Banh bap 287,804,Co ich cho suc khoe,996874
SP96644960,Kem dau 764,384,,336745
SP36896273,Banh rong bien 673,100,Than thien voi moi truong,141771
SP67123268,Sua thanh long 126,958,,845170
SP25735081,Muc khoai tim 724,980,,310984
SP96927224,Muc sau rieng 460,374,,864780
SP12559297,Banh đao 620,915,San pham tot,657069
SP82012732,Kem xooai 855,291,,30511
SP83228736,Nuoc man 656,152,Ngon bo re,744778
SP44784562,Nuoc mang cut 432,402,,397050
SP70499079,Sua bap 751,701,,544856
SP10188481,Sua cam 342,365,,561676
SP59442632,Muc xooai 639,536,Hinh anh bat mat,61066
SP73163701,Sua bap 478,773,,890343
SP21328726,Nuoc man 688,596,Hinh anh bat mat,495804
SP84320025,Nuoc đao 797,930,,838770
SP63590359,Snack dua 338,701,,456537
SP47298228,Banh dau 624,502,,375622
SP75378592,Nuoc hong xiem 440,811,Than thien voi moi truong,835419
SP78101935,Nuoc thanh long 166,195,,290972
SP91124278,Kem thanh long 670,405,Ngon bo re,948571
SP12639426,Muc nho 718,845,,478095
SP40478151,Kem cam 343,330,,586522
SP92274768,Sua nhan 136,970,,215535
SP44622250,Muc đao 544,296,Phu hop voi gia tien,457613
SP45873824,Kem nho 744,255,,181157
SP86171079,Muc đao 317,410,Ngon bo re,201470
SP43526971,Snack bap 794,628,,175337
SP93324777,Sua khoai tay 783,531,,986445
SP76550881,Sua vai thieu 735,159,,629353
SP69936080,Sua nhan 485,338,Mau ma đep,828968
SP32674821,Nuoc dau 528,814,,247303
SP54634155,Muc bap 728,388,Thom ngon bo duong,179083
SP52072717,Nuoc nhan 899,922,,557974
SP41565687,Banh man 670,587,,713951
SP97001241,Banh chuoi 107,986,,587999
SP90101696,Snack khoai tim 165,368,Mau sac tuoi tan,409271
SP46649530,Snack dau 867,926,,359931
SP29001454,Banh mo 397,714,Co ich cho suc khoe,743009
SP53326129,Sua vai thieu 656,757,,392339
SP12007413,Nuoc hong xiem 513,215,,969198
SP95286352,Nuoc dau 367,287,,735027
SP59100137,Muc cam 124,898,San pham tot,401248
SP51993373,Sua bo 331,940,,660557
SP37157977,Kem khoai tim 581,945,Ngon bo re,463327
SP46677248,Banh bo 565,439,,292575
SP73783102,Sua quyt 849,243,,851116
SP59009385,Banh vai thieu 267,326,,944411
SP29652406,Snack thanh long 868,627,Ngon bo re,518704
SP26920556,Banh dua 385,579,,793942
SP94000412,Sua dau 572,158,Mau sac tuoi tan,883059
SP53255632,Banh chuoi 369,604,,164106
SP43736412,Snack hong xiem 578,651,,785897
SP78714910,Banh thanh long 916,981,,335772
SP47874900,Kem quyt 413,480,Ngon bo re,102829
SP75309060,Sua vai thieu 114,129,,337732
SP91000282,Snack hong xiem 193,800,Than thien voi moi truong,819724
SP74878310,Kem buoi 308,609,,291068
SP21759973,Snack quyt 494,226,,496679
SP18992740,Banh khoai tim 361,694,,84814
SP31626470,Muc mo 141,177,San pham tot,662967
SP80006969,Sua khoai tim 657,251,,437116
SP83133776,Snack bap 270,536,Phu hop voi gia tien,195488
SP34544007,Snack khoai tim 595,231,,481579
SP10161379,Snack nhan 400,809,,715502
SP97877492,Banh bo 366,398,,43455
SP68257427,Banh vai thieu 342,631,Hinh anh bat mat,631419
SP78436948,Snack khoai tim 374,465,,877371
SP12470376,Sua thanh long 506,787,Co ich cho suc khoe,188155
SP60892633,Kem dua 675,320,,758170
SP96501663,Snack rong bien 798,480,,402660
SP54733026,Banh nhan 964,316,,342141
SP78432175,Kem dau 576,319,Than thien voi moi truong,672327
SP41869395,Snack bo 119,545,,938733
SP37666557,Banh khoai tay 542,283,Hinh anh bat mat,986458
SP29465571,Banh mang cut 704,871,,541255
SP40039714,Muc nho 309,832,,482591
SP82123121,Snack chuoi 795,945,,926821
SP49113598,Sua sau rieng 146,250,Kieu dang tien loi,563711
SP24448402,Nuoc quyt 956,572,,543905
SP87522771,Kem cam 758,504,San pham tot,313568
SP20267706,Nuoc khoai tay 954,181,,220976
SP63179840,Banh mang cut 457,790,,17578
SP35333266,Kem nhan 240,163,,488186
SP34752091,Banh rong bien 265,118,Co ich cho suc khoe,138811
SP40628315,Sua cam 544,597,,185210
SP58765492,Sua hong xiem 439,900,Hinh anh bat mat,580994
SP49394550,Kem man 813,462,,229961
SP30168923,Sua hong xiem 261,420,,258587
SP27560104,Sua chuoi 159,554,,28429
SP13442957,Kem quyt 976,688,Than thien voi moi truong,271079
SP97197641,Snack sau rieng 369,457,,194683
SP82374530,Kem nhan 697,605,Kieu dang tien loi,210425
SP53323292,Kem xooai 531,904,,59307
SP22800458,Muc rong bien 505,187,,968527
SP10103632,Snack sau rieng 455,962,,542033
SP87234080,Snack khoai tay 949,403,Hinh anh bat mat,198932
SP67493267,Sua sau rieng 156,224,,433442
SP58813356,Snack khoai tay 976,742,Co ich cho suc khoe,950229
SP76664805,Nuoc quyt 408,148,,79374
SP68693841,Banh hong xiem 653,594,,277642
SP97316909,Kem nhan 853,900,,382584
SP91648623,Banh khoai tim 635,144,Thom ngon bo duong,285065
SP56815312,Snack chuoi 910,830,,901941
SP11702564,Banh sau rieng 320,414,Co ich cho suc khoe,80251
SP87261257,Muc khoai tim 178,932,,112086
SP61530544,Snack vai thieu 336,537,,155278
SP85490677,Banh man 798,565,,184769
SP12334070,Banh buoi 498,738,Mau sac tuoi tan,106585
SP22054557,Nuoc khoai tay 422,755,,546898
SP47119993,Kem sau rieng 926,685,Ngon bo re,625191
SP71969100,Muc đao 587,853,,475208
SP25326298,Sua cam 270,787,,741969
SP69083673,Kem rong bien 460,489,,21958
SP40242131,Snack sau rieng 689,732,Hinh anh bat mat,60670
SP38909447,Nuoc bap 807,969,,225558
SP88891448,Kem bo 309,580,Phu hop voi gia tien,360546
SP32321559,Snack hong xiem 423,677,,973095
SP44020001,Snack buoi 802,362,,231165
SP79654267,Nuoc xooai 231,522,,875749
SP34185169,Muc nho 728,747,Mau sac tuoi tan,406849
SP27461094,Sua nhan 966,915,,248175
SP63008841,Kem dau 382,655,Co ich cho suc khoe,66985
SP91754618,Snack đao 750,322,,576169
SP89945019,Snack dau 100,530,,326356
SP12307651,Kem bap 894,518,,673937
SP76686424,Nuoc thanh long 884,154,Mau sac tuoi tan,374551
SP93766426,Sua nho 768,276,,82919
SP61091964,Banh mang cut 452,879,San pham tot,678256
SP52129465,Banh xooai 382,786,,102672
SP33033886,Muc nhan 999,577,,915268
SP16536174,Sua rong bien 241,668,,26838
SP69167520,Snack chuoi 861,262,Than thien voi moi truong,697326
SP16522299,Snack sau rieng 409,581,,631509
SP40107541,Nuoc cam 808,151,San pham tot,392204
SP39727269,Nuoc mo 883,804,,682510
SP36174500,Sua vai thieu 910,460,,319823
SP54166666,Snack nhan 187,185,,43453
SP48841428,Kem man 633,557,Thom ngon bo duong,140342
SP34525335,Sua quyt 865,848,,595117
SP81013829,Muc chuoi 196,981,Than thien voi moi truong,324649
SP68172853,Muc rong bien 477,388,,939995
SP18546718,Sua bo 779,272,,494791
SP21481195,Kem dau 224,275,,686543
SP92798585,Banh dau 550,555,Mau ma đep,514877
SP80030701,Banh khoai tim 901,645,,777340
SP32146637,Muc sau rieng 745,564,Thom ngon bo duong,341831
SP13869015,Muc dau 691,356,,895688
SP42677849,Kem cam 491,378,,15338
SP14623096,Banh dua 966,814,,75178
SP55386483,Kem chuoi 284,589,San pham tot,849148
SP93011376,Kem khoai tay 245,458,,649349
SP40422617,Muc hong xiem 682,604,Mau ma đep,567651
SP23944189,Snack dua 299,162,,419202
SP89808325,Nuoc bo 230,855,,30651
SP90679326,Kem quyt 815,908,,903247
SP64881694,Snack cam 596,592,Ngon bo re,236463
SP33341318,Kem bap 666,767,,832492
SP49268424,Muc hong xiem 912,585,Kieu dang tien loi,22109
SP69918476,Banh khoai tim 650,209,,98931
SP80618137,Snack man 406,473,,108801
SP88179546,Muc quyt 927,407,,692228
SP57133165,Sua buoi 633,915,San pham tot,342200
SP68940086,Banh hong xiem 756,495,,898808
SP97246537,Snack nhan 668,982,Than thien voi moi truong,126060
SP31964089,Kem bo 589,453,,649308
SP27379863,Nuoc chuoi 326,553,,323965
SP41231501,Muc rong bien 881,550,,105033
SP37783745,Kem sau rieng 638,113,Mau ma đep,969507
SP60629164,Muc nhan 689,683,,37775
SP69335771,Nuoc mang cut 751,172,Thom ngon bo duong,611778
SP88187575,Banh khoai tay 225,843,,531265
SP84546941,Snack rong bien 789,213,,855314
SP45756662,Muc đao 232,830,,957555
SP18785992,Sua đao 101,477,Ngon bo re,502595
SP10955324,Snack rong bien 732,803,,840055
SP13185763,Nuoc bap 881,617,Than thien voi moi truong,798951
SP75355135,Sua mo 873,607,,695123
SP59826931,Nuoc xooai 552,575,,381972
SP47708915,Muc nhan 826,543,,589837
SP32731328,Muc xooai 965,992,Mau ma đep,735235
SP26816355,Kem khoai tay 313,851,,176056
SP97400299,Sua rong bien 503,208,Mau sac tuoi tan,262892
SP97004708,Sua mo 909,259,,104330
SP92389480,Kem bo 134,665,,960400
SP16593772,Muc mo 243,161,,691630
SP97619148,Banh cam 724,531,San pham tot,956311
SP76521928,Muc thanh long 836,897,,30016
SP91955309,Snack nhan 710,846,Mau ma đep,406998
SP60999790,Sua buoi 913,274,,408721
SP43414157,Banh thanh long 688,873,,121408
SP91204587,Sua cam 978,776,,524506
SP76776222,Banh hong xiem 469,411,Than thien voi moi truong,567032
SP60663990,Snack bap 392,990,,71468
SP87604723,Snack bap 946,614,Co ich cho suc khoe,51315
SP16722445,Sua xooai 256,758,,26693
SP46957354,Sua nhan 830,970,,152861
SP92781882,Snack bo 992,777,,392211
SP17167537,Banh dua 706,206,Hinh anh bat mat,194686
SP18825743,Snack mo 697,460,,930034
SP10758015,Sua xooai 940,405,Hinh anh bat mat,740443
SP98956561,Sua quyt 180,951,,74562
SP95179078,Banh man 817,944,,219716
SP31455056,Banh buoi 581,922,,763022
SP39170659,Banh nhan 944,654,Hinh anh bat mat,370667
SP73618497,Banh dau 428,743,,959775
SP87538845,Sua nhan 932,616,San pham tot,709646
SP22405798,Snack dua 379,726,,535031
SP94237853,Snack bo 242,495,,443619
SP85708915,Nuoc thanh long 156,825,,915198
SP79672260,Kem dau 895,941,Mau sac tuoi tan,771348
SP67555171,Banh nho 211,559,,509621
SP69805113,Kem sau rieng 203,816,Kieu dang tien loi,966463
SP25794714,Banh sau rieng 203,667,,556692
